domain,service_layer,supplier,supplier_type,indicator,evidence_source,evidence_value,jurisdiction_group,parent_company_country,data_risk,typical_data,personal_data_likelihood,public_service_layer,confidence,verification_needed,verification_question
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,5 bngbank-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:_spf.salesforce.com include:spf.datab.nl ip4:62.58.82.178 ip4:62.58.82.129 ip4:62.58.82.130 ip4:62.58.82.151 ip4:62.58.82.152 ip4:77.60.52.197 a:ehv-web-mail.centricsmc.eu include:spf.protection.outlook.com include:_spf.emply.com include:_spf.relay.sdworx.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.emply.com, _spf.relay.sdworx.com, _spf.salesforce.com, spf.datab.nl, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,5 bngbank-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:_spf.salesforce.com include:spf.datab.nl ip4:62.58.82.178 ip4:62.58.82.129 ip4:62.58.82.130 ip4:62.58.82.151 ip4:62.58.82.152 ip4:77.60.52.197 a:ehv-web-mail.centricsmc.eu include:spf.protection.outlook.com include:_spf.emply.com include:_spf.relay.sdworx.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.emply.com, _spf.relay.sdworx.com, _spf.salesforce.com, spf.datab.nl, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,frontend_scripts,YouTube,embedded media,youtube.com,tracker_hints,"piwik, youtube.com",US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
randmeren.com,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"cdn.jsdelivr.net, code.jquery.com, consent.cookiebot.com, fonts.googleapis.com, fonts.gstatic.com, maps.googleapis.com, s7.addthis.com, www.googletagmanager.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
randmeren.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"cdn.jsdelivr.net, code.jquery.com, consent.cookiebot.com, fonts.googleapis.com, fonts.gstatic.com, maps.googleapis.com, s7.addthis.com, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
randmeren.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"google-analytics.com, googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
randmeren.com,frontend_scripts,Google Analytics,analytics,google-analytics.com,tracker_hints,"google-analytics.com, googletagmanager.com",US supplier,US,high,"analytics identifiers, browser metadata, usage data",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Wordt Google Analytics gebruikt, hoe is IP-anonimisering ingericht, en welke doorgiftewaarborgen bestaan?"
randmeren.com,frontend_scripts,Cookiebot / Usercentrics,cookie consent management,cookiebot,external_script_domains,"cdn.jsdelivr.net, code.jquery.com, consent.cookiebot.com, fonts.googleapis.com, fonts.gstatic.com, maps.googleapis.com, s7.addthis.com, www.googletagmanager.com",EU supplier,DE/DK,low/medium,"consent preferences, browser metadata possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke consentgegevens worden opgeslagen, waar en met welke subverwerkers?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 gnr-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 ip4:212.7.211.214 include:mailplus.nl include:spf.protection.outlook.com include:spf.exclaimer.net include:w3s.easyxs.net include:spf.afas.online -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"mailplus.nl, spf.afas.online, spf.exclaimer.net, spf.protection.outlook.com, w3s.easyxs.net","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 gnr-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 ip4:212.7.211.214 include:mailplus.nl include:spf.protection.outlook.com include:spf.exclaimer.net include:w3s.easyxs.net include:spf.afas.online -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"mailplus.nl, spf.afas.online, spf.exclaimer.net, spf.protection.outlook.com, w3s.easyxs.net","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, gmpg.org, www.google.com, www.googletagmanager.com, www.gstatic.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
gnr.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, gmpg.org, www.google.com, www.googletagmanager.com, www.gstatic.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
gnr.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"googletagmanager.com, vimeo.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:spf.protection.outlook.com include:_spf.zivver.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"_spf.zivver.com, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,10 visitgooivecht-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:spf.protection.outlook.com include:_spf.zivver.com -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"_spf.zivver.com, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"assets.plaece.nl, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
visitgooivecht.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"googletagmanager.com, youtube.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
visitgooivecht.nl,frontend_scripts,YouTube,embedded media,youtube.com,tracker_hints,"googletagmanager.com, youtube.com",US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
visitgooivecht.nl,mx_spf,Zivver,secure email,zivver.com,spf,v=spf1 mx ip4:77.95.97.228/32 ip4:77.95.97.236/32 ip4:149.210.189.175/32 ip4:77.95.101.107/32 include:spf.protection.outlook.com include:_spf.zivver.com -all,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
visitgooivecht.nl,mx_spf,Zivver,secure email,zivver.com,spf_includes,"_spf.zivver.com, spf.protection.outlook.com",NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 huizenduurzaam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:eu.mailgun.org -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"eu.mailgun.org, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 huizenduurzaam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:eu.mailgun.org -all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"eu.mailgun.org, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"cdnjs.cloudflare.com, fonts.googleapis.com, gmpg.org, huizenduurzaam.email-provider.eu, unpkg.com, www.googletagmanager.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
huizenduurzaam.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"cdnjs.cloudflare.com, fonts.googleapis.com, gmpg.org, huizenduurzaam.email-provider.eu, unpkg.com, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
huizenduurzaam.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
huizenduurzaam.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,external_script_domains,"cdnjs.cloudflare.com, fonts.googleapis.com, gmpg.org, huizenduurzaam.email-provider.eu, unpkg.com, www.googletagmanager.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
huizenduurzaam.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,"Cloudflare, Google","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
huizenduurzaam.nl,mx_spf,Mailgun,transactional email,mailgun.org,spf,v=spf1 include:spf.protection.outlook.com include:eu.mailgun.org -all,US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
huizenduurzaam.nl,mx_spf,Mailgun,transactional email,mailgun.org,spf_includes,"eu.mailgun.org, spf.protection.outlook.com",US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,mx,0 energieloketten-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:mailgun.org ~all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,spf_includes,"mail.zendesk.com, mailgun.org, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,mx,0 energieloketten-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:mailgun.org ~all,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,spf_includes,"mail.zendesk.com, mailgun.org, spf.protection.outlook.com","US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,hosting_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,server_header,cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,nameservers,"ara.ns.cloudflare.com, damien.ns.cloudflare.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
energieloketten.nl,mx_spf,Mailgun,transactional email,mailgun.org,spf,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:mailgun.org ~all,US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
energieloketten.nl,mx_spf,Mailgun,transactional email,mailgun.org,spf_includes,"mail.zendesk.com, mailgun.org, spf.protection.outlook.com",US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,hosting_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,server_header,cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,nameservers,"gigi.ns.cloudflare.com, mack.ns.cloudflare.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefweb.eu,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"fonts.googleapis.com, fonts.gstatic.com, gmpg.org",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
archiefweb.eu,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,hosting_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefweb.eu,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,"Cloudflare, Google","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefweb.eu,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,nameservers,"igor.ns.cloudflare.com, meera.ns.cloudflare.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,external_script_domains,"cdn.jsdelivr.net, cdnjs.cloudflare.com, eu-assets.i.posthog.com, fonts.googleapis.com, fonts.gstatic.com, ingest.promptwatch.com, kit.fontawesome.com, use.typekit.net, www.googletagmanager.com",US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
readspeaker.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,external_script_domains,"cdn.jsdelivr.net, cdnjs.cloudflare.com, eu-assets.i.posthog.com, fonts.googleapis.com, fonts.gstatic.com, ingest.promptwatch.com, kit.fontawesome.com, use.typekit.net, www.googletagmanager.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
readspeaker.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,tracker_hints,"googletagmanager.com, hotjar.com, readspeaker, youtube.com",US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
readspeaker.com,frontend_scripts,YouTube,embedded media,youtube.com,tracker_hints,"googletagmanager.com, hotjar.com, readspeaker, youtube.com",US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,external_script_domains,"cdn.jsdelivr.net, cdnjs.cloudflare.com, eu-assets.i.posthog.com, fonts.googleapis.com, fonts.gstatic.com, ingest.promptwatch.com, kit.fontawesome.com, use.typekit.net, www.googletagmanager.com","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
